ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CREDIT_INQUIRIES,EXISTING_LOAN_BALANCE
5003485,F,N,N,200200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16915,-2393,0,0.0
5003486,M,Y,Y,457700.0,Working,Secondary / secondary special,Married,House / apartment,-11706,-3775,1,0.0
5003487,M,N,N,125900.0,Working,Secondary / secondary special,Married,House / apartment,-24402,-10228,2,0.0
5003488,M,Y,Y,161900.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-11847,-4013,1,36800.0
5003489,F,Y,Y,84800.0,Working,Secondary / secondary special,Married,House / apartment,-22819,-13396,1,12900.0
5003490,M,N,N,470100.0,Working,Higher education,Married,House / apartment,-10642,-2947,3,246300.0
5003491,F,Y,Y,195300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19253,-4580,1,200900.0
5003492,F,N,Y,177400.0,Working,Secondary / secondary special,Separated,House / apartment,-14730,-6485,0,0.0
5003493,F,N,Y,215200.0,Working,Secondary / secondary special,Separated,House / apartment,-24356,-10222,0,212400.0
5003494,F,Y,N,303600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10842,-2528,2,358300.0
5003495,M,N,Y,262800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14687,-2988,2,0.0
5003496,F,N,N,800000.0,Working,Lower secondary,Married,With parents,-18653,-11139,3,589300.0
5003497,F,N,Y,277200.0,Working,Higher education,Married,House / apartment,-24452,-7580,0,0.0
5003498,M,Y,Y,175100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12886,-4032,3,161500.0
5003499,F,Y,N,166800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14483,365243,3,0.0
5003500,M,N,Y,181500.0,Working,Secondary / secondary special,Married,House / apartment,-15597,-3854,2,31300.0
5003501,F,Y,N,104200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12008,365243,1,71500.0
5003502,F,Y,Y,225300.0,Commercial associate,Higher education,Married,House / apartment,-21701,-11447,1,0.0
5003503,M,N,Y,326800.0,State servant,Secondary / secondary special,Married,House / apartment,-9249,-1032,2,0.0
5003504,F,Y,Y,162600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19769,-10730,3,7400.0
5003505,F,N,N,147500.0,Working,Higher education,Civil marriage,House / apartment,-16836,-1270,2,0.0
5003506,F,Y,Y,471400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11823,-3774,2,121500.0
5003507,F,N,N,108300.0,Working,Lower secondary,Married,Rented apartment,-16130,-4652,3,0.0
5003508,F,N,Y,78600.0,Pensioner,Higher education,Married,House / apartment,-21917,365243,0,28200.0
5003509,M,Y,Y,124100.0,Working,Higher education,Married,House / apartment,-15317,-6163,0,0.0
5003510,M,Y,Y,102300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9762,-1779,2,117200.0
5003511,M,N,N,268000.0,Working,Secondary / secondary special,Married,With parents,-8370,-399,1,176900.0
5003512,F,N,N,184400.0,Commercial associate,Higher education,Civil marriage,House / apartment,-21022,-6987,0,204800.0
5003513,F,N,N,197900.0,Working,Academic degree,Widow,House / apartment,-13342,-6534,1,135900.0
5003514,F,Y,Y,393100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23656,-11072,1,284200.0
5003515,F,Y,Y,156300.0,Working,Lower secondary,Single / not married,House / apartment,-18264,-3637,1,161100.0
5003516,M,N,Y,325500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15159,-8115,2,360500.0
5003517,M,N,N,470300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17360,-8441,1,395900.0
5003518,M,N,Y,175900.0,Working,Secondary / secondary special,Separated,House / apartment,-15517,-3375,3,0.0
5003519,M,N,Y,319300.0,Working,Secondary / secondary special,Married,House / apartment,-23220,-8890,0,95800.0
5003520,M,N,Y,195700.0,Pensioner,Higher education,Married,House / apartment,-15532,365243,3,5000.0
5003521,F,N,Y,350600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9456,-1334,1,64000.0
5003522,M,Y,Y,100700.0,Commercial associate,Higher education,Married,House / apartment,-17920,-1261,2,60000.0
5003523,M,N,N,97000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18364,-9538,1,83500.0
5003524,M,N,Y,181600.0,Working,Secondary / secondary special,Separated,House / apartment,-20808,-2867,1,27100.0
5003525,M,Y,N,141600.0,Commercial associate,Higher education,Married,House / apartment,-23691,-6790,1,0.0
5003526,F,N,N,170600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15276,-6168,2,47000.0
5003527,F,N,Y,197900.0,Working,Higher education,Married,House / apartment,-13714,-6668,1,34700.0
5003528,F,N,Y,316600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16095,-768,1,352900.0
5003529,F,N,Y,180200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23123,-5855,1,12700.0
5003530,M,N,N,146300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24493,-9050,0,159800.0
5003531,F,Y,Y,185300.0,Working,Higher education,Married,Municipal apartment,-24343,-11426,0,0.0
5003532,M,N,Y,150400.0,Commercial associate,Secondary / secondary special,Widow,Rented apartment,-11613,-4654,2,0.0
5003533,M,N,Y,138500.0,Commercial associate,Higher education,Single / not married,House / apartment,-16200,-187,1,18300.0
5003534,M,N,Y,98600.0,Working,Higher education,Single / not married,House / apartment,-12124,-3552,1,60600.0
5003535,M,Y,Y,228700.0,Working,Secondary / secondary special,Separated,House / apartment,-13987,-232,1,262800.0
5003536,M,Y,Y,166200.0,State servant,Higher education,Widow,House / apartment,-8214,-1329,0,102300.0
5003537,M,N,N,358100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10427,-731,2,83500.0
5003538,F,N,N,107100.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14486,365243,2,1200.0
5003539,M,N,Y,168500.0,Working,Secondary / secondary special,Married,House / apartment,-13931,-6600,5,0.0
5003540,M,N,Y,546800.0,Working,Secondary / secondary special,Married,House / apartment,-12456,-1066,1,224700.0
5003541,F,N,N,138100.0,Working,Secondary / secondary special,Married,House / apartment,-11623,-3902,0,37500.0
5003542,M,N,Y,196300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20527,-4166,1,195200.0
5003543,M,N,N,120300.0,Working,Secondary / secondary special,Married,House / apartment,-12726,-3509,2,14600.0
5003544,F,N,Y,112600.0,Working,Higher education,Married,House / apartment,-19799,-8117,0,0.0
5003545,M,N,N,478800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13998,-1679,4,419800.0
5003546,M,N,Y,240600.0,Commercial associate,Higher education,Married,House / apartment,-21437,-4492,1,249600.0
5003547,F,N,Y,236200.0,Working,Secondary / secondary special,Married,House / apartment,-10541,-589,1,0.0
5003548,M,N,N,94600.0,Commercial associate,Higher education,Civil marriage,With parents,-10375,-201,1,87200.0
5003549,F,Y,Y,264300.0,State servant,Secondary / secondary special,Married,House / apartment,-19338,-3195,2,32900.0
5003550,F,N,Y,394000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23376,-7627,1,0.0
5003551,M,Y,Y,392500.0,Working,Secondary / secondary special,Widow,House / apartment,-10124,-2585,3,255200.0
5003552,F,N,N,308500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8935,365243,0,318900.0
5003553,F,N,Y,125600.0,Working,Secondary / secondary special,Married,House / apartment,-23714,-11631,2,11500.0
5003554,M,N,N,258300.0,Working,Higher education,Single / not married,House / apartment,-9684,-386,1,36300.0
5003555,F,N,Y,308400.0,Pensioner,Higher education,Married,House / apartment,-11968,365243,2,53400.0
5003556,M,Y,Y,90100.0,Working,Higher education,Married,House / apartment,-23626,-4112,2,46800.0
5003557,F,N,N,126100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21453,-11294,1,89100.0
5003558,M,N,Y,344400.0,Working,Secondary / secondary special,Married,House / apartment,-13554,-3451,0,97800.0
5003559,F,N,Y,342300.0,Working,Higher education,Married,House / apartment,-24056,-2811,4,299500.0
5003560,M,Y,Y,101800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17421,-4365,3,50600.0
5003561,F,N,Y,328700.0,Working,Incomplete higher,Single / not married,House / apartment,-8910,-764,3,329000.0
5003562,M,N,Y,231700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19739,-840,1,10500.0
5003563,F,N,Y,326400.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-16893,-7923,2,6200.0
5003564,F,N,Y,160800.0,Working,Incomplete higher,Married,With parents,-17499,-3316,1,167100.0
5003565,F,N,Y,305000.0,Working,Higher education,Single / not married,House / apartment,-24735,-13818,0,297100.0
5003566,F,N,Y,336800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10288,-3318,1,19700.0
5003567,F,N,Y,185300.0,State servant,Secondary / secondary special,Married,House / apartment,-18945,-8912,4,0.0
5003568,F,N,N,222900.0,Commercial associate,Higher education,Widow,House / apartment,-15545,-3053,0,36700.0
5003569,F,Y,N,159700.0,State servant,Higher education,Civil marriage,House / apartment,-12337,-1744,0,0.0
5003570,M,N,Y,504500.0,Working,Secondary / secondary special,Married,House / apartment,-19576,-6275,2,58100.0
5003571,F,N,Y,208000.0,Working,Secondary / secondary special,Single / not married,With parents,-19141,-4574,0,242100.0
5003572,F,Y,N,139300.0,Working,Higher education,Single / not married,With parents,-22373,-13183,4,0.0
5003573,F,Y,Y,154400.0,Working,Secondary / secondary special,Married,House / apartment,-22757,-1964,0,184100.0
5003574,F,N,Y,235400.0,Working,Higher education,Civil marriage,House / apartment,-17314,-7831,1,266500.0
5003575,M,Y,N,321900.0,Pensioner,Higher education,Single / not married,House / apartment,-13259,365243,1,0.0
5003576,M,N,Y,113300.0,Working,Higher education,Single / not married,House / apartment,-16761,-6294,1,117300.0
5003577,F,Y,Y,556400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13837,365243,3,87900.0
5003578,F,Y,N,257800.0,Working,Secondary / secondary special,Married,House / apartment,-12431,-4757,5,291400.0
5003579,F,Y,N,278900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17139,365243,1,31500.0
5003580,F,Y,Y,210400.0,Working,Incomplete higher,Single / not married,Rented apartment,-18964,-6805,1,0.0
5003581,F,N,Y,223000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17808,365243,1,188900.0
5003582,M,N,Y,205100.0,Working,Secondary / secondary special,Married,House / apartment,-24054,-9265,2,0.0
5003583,F,Y,N,367500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12796,365243,0,232200.0
5003584,F,N,Y,220000.0,Working,Secondary / secondary special,Married,House / apartment,-14062,-7215,0,148600.0
5003585,M,N,Y,324200.0,Working,Higher education,Single / not married,House / apartment,-19131,-1320,4,107000.0
5003586,F,N,N,177800.0,Working,Higher education,Single / not married,House / apartment,-17976,-1359,0,0.0
5003587,F,N,Y,243600.0,Working,Higher education,Married,House / apartment,-7702,-554,1,196200.0
5003588,M,N,Y,147800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13031,-3148,2,58200.0
5003589,M,N,Y,405800.0,Pensioner,Higher education,Married,House / apartment,-12026,365243,3,237700.0
5003590,F,N,Y,145600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22088,-3066,0,113800.0
5003591,M,Y,Y,187800.0,Commercial associate,Higher education,Single / not married,House / apartment,-22540,-1375,0,84600.0
5003592,F,N,N,188700.0,Working,Secondary / secondary special,Married,House / apartment,-12543,-310,1,0.0
5003593,F,N,N,185100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9422,-2220,1,143700.0
5003594,F,N,Y,317000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11192,-2334,1,52000.0
5003595,F,N,Y,188600.0,State servant,Secondary / secondary special,Widow,House / apartment,-10701,-3509,0,0.0
5003596,M,N,Y,443500.0,Working,Higher education,Widow,House / apartment,-11746,-1982,0,0.0
5003597,F,Y,Y,146700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11698,-3658,0,81100.0
5003598,M,N,Y,240400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15907,-4652,0,268100.0
5003599,F,N,N,149900.0,Working,Higher education,Single / not married,House / apartment,-13157,-4100,0,0.0
5003600,M,N,Y,272700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17280,-4078,1,176900.0
5003601,F,N,Y,219100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13577,-736,0,261300.0
5003602,M,N,Y,204400.0,Working,Secondary / secondary special,Separated,House / apartment,-21655,-13850,1,157800.0
5003603,M,Y,Y,400200.0,Working,Higher education,Married,House / apartment,-23992,-12245,3,402300.0
5003604,M,N,Y,159300.0,State servant,Secondary / secondary special,Married,House / apartment,-14604,-2630,0,1500.0
5003605,M,N,Y,296200.0,Working,Lower secondary,Married,House / apartment,-8519,-1872,1,278400.0
5003606,F,N,Y,150400.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-11783,-1692,1,0.0
5003607,M,Y,N,233700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9418,-1361,2,3600.0
5003608,F,N,Y,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13588,-5341,1,124300.0
5003609,F,N,Y,158600.0,Commercial associate,Higher education,Married,House / apartment,-18744,-3886,1,141000.0
5003610,F,N,Y,212000.0,Working,Secondary / secondary special,Married,Municipal apartment,-16578,-3369,1,165000.0
5003611,M,N,N,547300.0,Working,Higher education,Widow,House / apartment,-11839,-2266,2,313000.0
5003612,M,N,Y,232300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20841,-6779,2,26800.0
5003613,F,Y,Y,505200.0,Working,Secondary / secondary special,Married,House / apartment,-9927,-574,1,70500.0
5003614,M,Y,Y,246600.0,Commercial associate,Higher education,Single / not married,House / apartment,-11587,-267,1,285200.0
5003615,M,N,N,182000.0,Working,Higher education,Married,House / apartment,-19275,-11689,2,0.0
5003616,F,N,Y,476900.0,Working,Secondary / secondary special,Married,House / apartment,-11056,-1700,1,459200.0
5003617,F,Y,Y,274800.0,State servant,Secondary / secondary special,Married,House / apartment,-19322,-1460,0,172100.0
5003618,F,Y,Y,160200.0,Commercial associate,Higher education,Married,House / apartment,-24441,-11135,3,0.0
5003619,M,Y,Y,279500.0,Working,Secondary / secondary special,Married,House / apartment,-21941,-4439,1,0.0
5003620,F,N,Y,190800.0,State servant,Secondary / secondary special,Married,Municipal apartment,-10417,-847,1,189900.0
5003621,M,Y,Y,81700.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-16605,365243,1,82200.0
5003622,M,N,N,352700.0,Working,Secondary / secondary special,Married,House / apartment,-14920,-8040,3,343100.0
5003623,F,N,Y,381900.0,Working,Higher education,Single / not married,House / apartment,-24693,-13463,0,38900.0
5003624,M,Y,Y,553700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24225,365243,0,127000.0
5003625,M,N,Y,272800.0,Working,Secondary / secondary special,Married,House / apartment,-9852,-509,2,164000.0
5003626,M,Y,Y,195100.0,Working,Secondary / secondary special,Married,With parents,-23270,-13156,0,103400.0
5003627,F,N,Y,335400.0,Working,Incomplete higher,Married,House / apartment,-10990,-3954,1,18300.0
5003628,F,Y,N,337900.0,Commercial associate,Higher education,Married,House / apartment,-13154,-4240,1,0.0
5003629,F,N,N,501100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13737,365243,1,0.0
5003630,F,N,Y,216000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-12594,-3274,2,108800.0
5003631,M,Y,Y,203300.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22317,365243,0,0.0
5003632,F,Y,Y,154500.0,Working,Higher education,Married,House / apartment,-13334,-1612,3,127000.0
5003633,M,N,N,289000.0,Working,Secondary / secondary special,Married,House / apartment,-21690,-1933,1,276600.0
5003634,M,Y,N,101900.0,Commercial associate,Incomplete higher,Married,House / apartment,-24740,-8930,0,30700.0
5003635,F,N,N,325600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22103,365243,0,388000.0
5003636,F,N,N,296400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13612,-5817,2,0.0
5003637,M,N,Y,296000.0,Working,Higher education,Married,House / apartment,-19880,-9219,1,0.0
5003638,M,N,Y,236700.0,Working,Higher education,Civil marriage,House / apartment,-16835,-2004,1,133600.0
5003639,M,N,N,475400.0,Working,Secondary / secondary special,Separated,House / apartment,-21172,-4363,4,0.0
5003640,M,N,Y,341600.0,Working,Higher education,Married,House / apartment,-10298,-2117,0,0.0
5003641,F,N,Y,163100.0,Working,Secondary / secondary special,Married,House / apartment,-18624,-7599,0,161100.0
5003642,F,Y,Y,164500.0,Pensioner,Secondary / secondary special,Married,With parents,-20951,365243,2,180600.0
5003643,F,Y,Y,142300.0,Working,Higher education,Married,House / apartment,-20738,-1192,1,53500.0
5003644,F,N,Y,291000.0,Commercial associate,Incomplete higher,Separated,House / apartment,-24212,-9041,2,3600.0
5003645,M,N,Y,134000.0,Working,Higher education,Married,With parents,-8672,-1593,1,0.0
5003646,F,N,N,379700.0,Working,Secondary / secondary special,Married,House / apartment,-13606,-1424,3,0.0
5003647,F,Y,Y,428000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15851,-2421,3,0.0
5003648,F,N,Y,142300.0,State servant,Secondary / secondary special,Married,House / apartment,-12987,-1795,0,154700.0
5003649,F,Y,N,201300.0,Working,Secondary / secondary special,Married,House / apartment,-12988,-6038,0,0.0
5003650,F,Y,Y,222700.0,State servant,Higher education,Married,House / apartment,-10693,-1784,1,235100.0
5003651,M,N,Y,343700.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-21625,-7837,0,0.0
5003652,F,Y,Y,493900.0,Working,Incomplete higher,Married,House / apartment,-23258,-10632,1,485300.0
5003653,M,N,Y,95100.0,Working,Secondary / secondary special,Single / not married,Office apartment,-9083,-1046,1,0.0
5003654,M,N,Y,188400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10329,-559,2,182000.0
5003655,M,N,N,193400.0,Working,Higher education,Married,House / apartment,-11592,-3346,1,0.0
5003656,M,N,Y,109700.0,Working,Higher education,Married,House / apartment,-16407,-6622,2,71800.0
5003657,F,Y,Y,173300.0,Working,Secondary / secondary special,Widow,House / apartment,-21252,-3941,2,128800.0
5003658,F,Y,Y,273600.0,Working,Secondary / secondary special,Married,House / apartment,-8896,-258,0,197800.0
5003659,F,N,Y,192200.0,Pensioner,Higher education,Married,House / apartment,-18602,365243,1,177000.0
5003660,F,N,N,102000.0,Working,Secondary / secondary special,Separated,House / apartment,-10233,-2495,0,81500.0
5003661,F,N,Y,800000.0,Working,Secondary / secondary special,Widow,House / apartment,-24347,-10331,0,747600.0
5003662,M,Y,Y,252300.0,Working,Higher education,Civil marriage,House / apartment,-23099,-558,2,97400.0
5003663,M,N,N,233600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23971,-10183,2,102200.0
5003664,F,N,Y,127600.0,Commercial associate,Lower secondary,Married,House / apartment,-9492,-2751,3,147200.0
5003665,F,N,N,251700.0,Pensioner,Higher education,Married,House / apartment,-16048,365243,0,0.0
5003666,F,N,Y,203500.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,-10506,-853,0,40200.0
5003667,M,Y,Y,85900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17976,-6031,0,4200.0
5003668,M,Y,N,129400.0,Working,Lower secondary,Married,House / apartment,-11665,-3602,1,61900.0
5003669,F,N,N,328700.0,Working,Secondary / secondary special,Married,Municipal apartment,-20899,-3436,0,0.0
5003670,M,N,Y,583900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18725,-9177,2,567100.0
5003671,M,Y,Y,265400.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17482,-9493,2,0.0
5003672,F,N,Y,383500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21836,365243,2,27800.0
5003673,M,Y,Y,204300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16258,-7921,0,0.0
5003674,F,Y,N,211500.0,Working,Secondary / secondary special,Married,House / apartment,-12302,-1618,0,91400.0
5003675,M,Y,Y,381200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18325,-9486,0,86200.0
5003676,M,Y,Y,507300.0,Working,Secondary / secondary special,Married,House / apartment,-24099,-6146,2,110100.0
5003677,M,N,N,423400.0,Working,Higher education,Married,Municipal apartment,-17990,-3175,1,274600.0
5003678,F,N,Y,129600.0,Working,Secondary / secondary special,Married,House / apartment,-18478,-2151,1,145200.0
5003679,M,Y,Y,213600.0,Working,Higher education,Married,House / apartment,-23716,-13296,0,190700.0
5003680,F,Y,N,253800.0,Working,Secondary / secondary special,Married,House / apartment,-16515,-4348,1,28900.0
5003681,M,N,N,194000.0,Commercial associate,Higher education,Married,House / apartment,-24774,-12672,0,55100.0
5003682,F,Y,N,268200.0,Working,Secondary / secondary special,Separated,House / apartment,-10411,-765,1,0.0
5003683,M,N,Y,333000.0,Commercial associate,Lower secondary,Separated,House / apartment,-16889,-7954,2,0.0
5003684,F,Y,N,364700.0,Working,Secondary / secondary special,Married,Municipal apartment,-11325,-685,2,323700.0
5003685,F,N,Y,513200.0,Working,Lower secondary,Married,House / apartment,-15452,-335,0,0.0
5003686,F,Y,Y,187400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10598,365243,1,108400.0
5003687,M,Y,N,111700.0,Working,Higher education,Married,House / apartment,-11490,-4892,1,80200.0
5003688,M,Y,Y,264200.0,Pensioner,Higher education,Married,House / apartment,-11289,365243,2,206000.0
5003689,M,Y,N,566600.0,Working,Secondary / secondary special,Married,House / apartment,-13164,-653,1,271300.0
5003690,F,N,Y,174000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9980,-1670,1,46600.0
5003691,F,N,Y,311400.0,Working,Higher education,Married,House / apartment,-21564,-12855,1,0.0
5003692,F,Y,N,312800.0,Working,Secondary / secondary special,Married,House / apartment,-11458,-4034,1,0.0
5003693,M,Y,Y,243100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14821,-3982,2,0.0
5003694,M,N,Y,221700.0,Commercial associate,Higher education,Single / not married,House / apartment,-7945,-908,7,102000.0
5003695,M,N,Y,139200.0,Working,Secondary / secondary special,Married,House / apartment,-9470,-1891,1,116600.0
5003696,F,N,N,70600.0,Commercial associate,Higher education,Married,House / apartment,-23056,-1767,0,19700.0
5003697,F,N,Y,126700.0,Working,Secondary / secondary special,Separated,With parents,-22041,-4293,0,72600.0
5003698,F,N,Y,181700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22106,-4525,3,124400.0
5003699,M,N,Y,382400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14731,365243,1,265100.0
5003700,F,N,N,209800.0,State servant,Higher education,Married,House / apartment,-10099,-1446,1,0.0
5003701,F,N,N,170400.0,Working,Lower secondary,Married,Municipal apartment,-9522,-940,2,162200.0
5003702,M,Y,N,141500.0,Working,Secondary / secondary special,Married,With parents,-18066,-3026,1,17800.0
5003703,F,Y,Y,306800.0,Working,Secondary / secondary special,Married,House / apartment,-21887,-5301,0,0.0
5003704,F,Y,Y,435700.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23122,365243,2,0.0
5003705,F,N,Y,375900.0,Working,Higher education,Single / not married,House / apartment,-12626,-2408,1,374600.0
5003706,F,N,Y,299100.0,State servant,Secondary / secondary special,Married,With parents,-13181,-3312,2,268000.0
5003707,M,N,Y,105600.0,Working,Secondary / secondary special,Married,House / apartment,-9401,-641,0,66900.0
5003708,M,Y,N,185300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20964,365243,2,0.0
5003709,F,N,N,584900.0,Working,Secondary / secondary special,Married,With parents,-12402,-4633,0,194200.0
5003710,M,N,Y,387100.0,Working,Secondary / secondary special,Married,House / apartment,-15926,-8074,1,0.0
5003711,F,Y,Y,102400.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23616,-3762,1,0.0
5003712,F,N,N,214800.0,Pensioner,Higher education,Single / not married,House / apartment,-20583,365243,0,0.0
5003713,F,N,Y,264900.0,Pensioner,Incomplete higher,Married,House / apartment,-8575,365243,2,104800.0
5003714,F,N,Y,150900.0,Commercial associate,Higher education,Single / not married,House / apartment,-7810,-312,0,82600.0
5003715,M,N,Y,69600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21187,-10603,2,25600.0
5003716,M,N,Y,232100.0,Commercial associate,Secondary / secondary special,Married,With parents,-17154,-9792,2,149200.0
5003717,M,N,N,149000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20036,-649,4,0.0
5003718,F,N,Y,149300.0,State servant,Higher education,Widow,House / apartment,-10362,-234,2,20500.0
5003719,M,N,Y,185000.0,Working,Secondary / secondary special,Married,House / apartment,-22640,-2828,2,150900.0
5003720,M,Y,Y,206600.0,Commercial associate,Higher education,Separated,House / apartment,-20945,-9898,2,0.0
5003721,F,N,N,219900.0,Working,Secondary / secondary special,Married,House / apartment,-22963,-14101,0,84200.0
5003722,F,Y,Y,142000.0,Commercial associate,Higher education,Married,House / apartment,-13525,-5261,1,47900.0
5003723,M,N,Y,197900.0,State servant,Higher education,Married,House / apartment,-12403,-3418,1,230900.0
5003724,M,N,N,91700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10274,-2647,0,33300.0
5003725,F,N,N,258100.0,Working,Higher education,Married,House / apartment,-23636,-3510,2,209700.0
5003726,M,N,N,53000.0,Working,Incomplete higher,Single / not married,House / apartment,-10705,-2901,1,58000.0
5003727,M,Y,N,191100.0,Working,Higher education,Civil marriage,House / apartment,-9718,-1134,3,34500.0
5003728,M,N,Y,349800.0,Working,Higher education,Married,House / apartment,-10977,-1121,2,395600.0
5003729,F,Y,Y,130100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20912,365243,2,38000.0
5003730,M,Y,Y,316100.0,Commercial associate,Higher education,Married,House / apartment,-22940,-3595,1,0.0
5003731,F,N,Y,393700.0,State servant,Higher education,Married,House / apartment,-21590,-9817,2,0.0
5003732,F,Y,N,42300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17339,-8301,1,20500.0
5003733,F,N,N,204800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24732,365243,2,66300.0
5003734,M,N,N,52400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8852,-1401,2,0.0
5003735,F,N,Y,208200.0,Working,Secondary / secondary special,Married,House / apartment,-22557,-1103,0,181000.0
5003736,F,N,N,220100.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15012,-496,1,10300.0
5003737,F,Y,N,63800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15483,365243,2,71400.0
5003738,F,Y,Y,578300.0,Working,Secondary / secondary special,Widow,House / apartment,-9860,-856,2,254900.0
5003739,F,N,N,254900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8244,-608,0,0.0
5003740,F,N,Y,144500.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,-13105,365243,2,112100.0
5003741,F,N,Y,459600.0,Working,Secondary / secondary special,Married,Municipal apartment,-10671,-1767,1,183900.0
5003742,F,N,N,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15967,-882,0,49300.0
5003743,M,Y,N,119500.0,Working,Secondary / secondary special,Married,House / apartment,-10199,-2678,1,0.0
5003744,M,N,Y,70000.0,Working,Higher education,Married,House / apartment,-10038,-2516,4,59600.0
